,paper_name,available_link,year,pdf_availability,Unnamed: 0
126,"Lei Xu, Tingting Nian, Luís Cabral. What Makes Geeks Tick? A Study of Stack Overflow Careers ",http://leixu.org/Xu_JMP_Stack_Overflow.pdf,2014,Yes,126.0
128,"Siddharth Subramanian, Laura Inozemtseva, and Reid Holmes. 2014. Live API Documentation In 36th International Conference on Software Engineering. ACM, pages 643-652  ",https://cs.uwaterloo.ca/~rtholmes/papers/icse_2014_subramanian.pdf,2014,Yes,128.0
130,"Luca Ponzanelli, Andrea Mocci, Alberto Bacchelli, Michele Lanza. 2014. Improving Low Quality Stack Overflow Post Detection. In 30th International Conference on Software Maintenance and Evolution (ICSME'14). IEEE   ",http://www.inf.usi.ch/phd/ponzanelli/publications/ponz2014e/downloads/Ponz2014e.pdf,2014,Yes,130.0
133,"Luca Ponzanelli, Gabriele Bavota, Massimiliano Di Penta, Rocco Oliveto, Michele Lanza. 2014. Prompter: A Self-confident Recommender System. In 30th International Conference on Software Maintenance and Evolution (ICSME'14). IEEE  ",http://www.inf.usi.ch/faculty/lanza/Downloads/Ponz2014d.pdf,2014,Yes,133.0
136,"Luca Ponzanelli, Gabriele Bavota, Massimiliano Di Penta, Rocco Oliveto, Michele Lanza. 2014. Mining StackOverflow to Turn the IDE into a Self-confident Programming Prompter. In 11th Working Conference on Mining Software Repositories (MSR'14). ACM   ",http://www.inf.usi.ch/phd/ponzanelli/publications/ponz2014b/downloads/Ponz2014b.pdf,2014,Yes,136.0
138,"N. Novielli, F. Calefato, and F. Lanubile. 2014. Towards Discovering the Role of Emotions in Stack Overflow In Proc. of the 6th International Workshop on Social Software Engineering (colocated with FSE 2014) Hong Kong, nov. 2014 ACM ",https://dl.dropboxusercontent.com/u/3463652/SSE_Q%26A_CameraReady.pdf,2014,Yes,138.0
142,"G. Gkotsis, K. Stepanyan, C. Pedrinaci, J. Domingue, and M. Liakata. 2014. It’s all in the content: State of the art best answer prediction based on discretisation of shallow linguistic features. In 2014 ACM Conference on Web Science (WebSci ’14). ACM   ",http://www.slideshare.net/GeorgeGkotsis/its-all-in-the-content-state-of-the-art-best-answer-prediction-based-on-discretisation-of-shallow-linguistic-features,2014,No,142.0
145,"Jose San Pedro, Alexandros Karatzoglou, 2014. Question recommendation for collaborative question answering systems with RankSLDA. In 8th Conference on Recommender systems (RecSys '14). ACM   ",http://www.ci.tuwien.ac.at/~alexis/Publications_files/ltrlda-recsys14.pdf,2014,Yes,145.0
148,"Shaowei Wang, David Lo, Bogdan Vasilescu, and Alexander Serebrenik, 2014. EnTagRec: An Enhanced Tag Recommendation System for Software Information Sites. In 30th International Conference on Software Maintenance and Evolution (ICSME 2014). IEEE   ",http://www.win.tue.nl/~bvasiles/papers/icsm14.pdf,2014,Yes,148.0
151,"Lucas Souza, Eduardo Campos, and Marcelo Maia. 2014. Ranking Crowd Knowledge to Assist Software Development. In 22nd International Conference on Program Comprehension (ICPC 2014). ACM   ",http://lascam.facom.ufu.br/cms/userfiles/downloads/2014/ICPC2014preprint.pdf,2014,Yes,151.0
154,"Lucas Souza, Eduardo Campos, and Marcelo Maia. On the Extraction of Cookbooks for APIs from the Crowd Knowledge. In Proc. of the 28th Brazilian Symposium on Software Engineering - SBES'2014. SBC-IEEE   ",http://lascam.facom.ufu.br/cms/userfiles/downloads/2014/SBES2014Lucas.pdf,2014,Yes,154.0
157,"Eduardo Campos, and Marcelo Maia. Automatic categorization of questions from Q&A sites. In ACM Symposium on Applied Computing - SAC'2014. ACM   ",http://lascam.facom.ufu.br/cms/userfiles/downloads/2014/SAC2014CameraReady.pdf,2014,Yes,157.0
160,"Kartik Bajaj, Karthik Pattabiraman, and Ali Mesbah. 2014. Mining Questions Asked by Web Developers. In 11th Working Conference on Mining Software Repositories (MSR 2014). ACM   ",http://salt.ece.ubc.ca/publications/docs/kartik-msr14.pdf,2014,Yes,160.0
163,"Bogdan Vasilescu, Alexander Serebrenik, Prem Devanbu and Vladimir Filkov. 2014. How social Q&A sites are changing knowledge sharing in open source software communities In 17th ACM Conference on Computer Supported Cooperative Work and Social Computing (CSCW 2014). ACM   ",http://www.win.tue.nl/~bvasiles/papers/cscw14.pdf,2014,Yes,163.0
166,"Alexander Halavais, K Hazel Kwon, Shannon Havener and Jason Striker. 2014. Badges of Friendship: Social Influence and Badge Acquisition on Stack Overflow. In 47th Hawaii International International Conference on Systems Science (HICSS-47 2014). IEEE   ",http://altcred.org/wp-content/uploads/2013/09/halavais-2014-badges-of-friendship.pdf,2014,Yes,166.0
169,"Megan Squire and Christian Funkhouser. 2014. ""A Bit of Code"": How the Stack Overflow Community Creates Quality Postings In 47th Hawaii International International Conference on Systems Science (HICSS-47 2014). IEEE   ",http://flosshub.org/sites/flosshub.org/files/hicssSMFinalWatermark.pdf,2014,Yes,169.0
172,"Yla Tausczik, Aniket Kittur and Robert Kraut. 2014. Collaborative problem solving: A study of Math Overflow In 17th ACM Conference on Computer Supported Cooperative Work and Social Computing (CSCW 2014) ACM, pages 355-367. ",http://www.cs.cmu.edu/~ylataus/files/TausczikKitturKraut2014.pdf,2014,Yes,172.0
173,"Sangeeta Lal, Denzil Correa, and Ashish Sureka. 2014. MiQs: Characterization and Prediction of Migrated Questions on StackExchange. In 21st Asia-Pacific Software Engineering Conference (APSEC 2014) ",http://www.iiitd.edu.in/~ashish/APSEC2014SD.pdf,2014,Yes,173.0
175,"Denzil Correa and Ashish Sureka. 2014. Chaff from the Wheat: Characterization and Modeling of Deleted Questions on Stack Overflow In Proceedings of the 23rd international conference on World wide web (WWW '14). ACM, New York, NY, USA, 631-642. ",https://dl.dropboxusercontent.com/u/19882021/pdf/fp789-correa.pdf,2014,Yes,175.0
176,"Baoguo Yang, Suresh Manandhar. Tag-based expert recommendation in community question answering. 2014 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2014). ",https://ieeexplore.ieee.org/document/6921702,2014,No,176.0
178,"Dana Movshovitz-Attias and William Cohen, 2013. Natural Language Models for Predicting Programming Comments In Proceedings of the Association for Computational Linguistics ACL  ",http://www.cs.cmu.edu/~dmovshov/papers/dma_acl2013.pdf,2013,Yes,178.0
181,"Shuo Chang and Aditya Pal, 2013. Routing questions for collaborative answering in community question answering In Proceedings of the 2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining ACM, pages 494-501   ",http://www-users.cs.umn.edu/~schang/papers/13ASONAM.pdf,2013,Yes,181.0
183,"Priyanka Singh, Nigel Shadbolt, 2013. Linked data in crowdsourcing purposive social network. In WWW (Companion Volume)  International World Wide Web Conferences Steering Committee, pages 913-918  ",http://delivery.acm.org/10.1145/2490000/2488079/p913-singh.pdf?ip=131.155.212.177&id=2488079&acc=ACTIVE%20SERVICE&key=C2716FEBFA981EF12214637723A2BFB946E5CCD26CF057B5&CFID=407675569&CFTOKEN=36041845&__acm__=1391956563_704449f1a42baff0fa0c9249236cf45a,2013,No,183.0
186,"Edmund Wong, Jinqiu Yang, Lin Tan, 2013. AutoComment: Mining question and answer sites for automatic comment generation. In ASE 2013 IEEE, pages 562-567   ",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6693113,2013,No,186.0
188,"Alexandru Lucian Ginsca, Adrian Popescu, 2013. User profiling for answer quality assessment in Q&A communities In Proceedings of the 2013 workshop on Data-driven user behavioral modelling and mining from social media ACM, pages 25-28. ",http://dl.acm.org/citation.cfm?id=2513579,2013,No,188.0
190,"Anders Søgaard, Hector Martinez, Jakob Elming, Anders Johannsen, 2013. Using crowdsourcing to get representations based on regular expressions In 2013 Conference on Empirical Methods in Natural Language Processing. ACL, pages 1476-1480  ",http://www.newdesign.aclweb.org/anthology/D/D13/D13-1154.pdf,2013,Yes,190.0
192,"Rahul Venkataramani, Atul Gupta, Allahbaksh M. Asadullah, Basavaraju Muddu, Vasudev D. Bhat, 2013. Discovery of technical expertise from open source code repositories In Proceedings of the 22nd international conference on World Wide Web companion International World Wide Web Conferences Steering Committee, pages 97-98  ",http://delivery.acm.org/10.1145/2490000/2487832/p97-venkataramani.pdf?ip=131.155.212.177&id=2487832&acc=ACTIVE%20SERVICE&key=C2716FEBFA981EF12214637723A2BFB946E5CCD26CF057B5&CFID=407675569&CFTOKEN=36041845&__acm__=1391953990_2d74628686898e88ff7703d5ea226fc1,2013,No,192.0
195,"Joshua Saxe, David Mentis, Chris Greamo, 2013. Mining Web Technical Discussions to Identify Malware Capabilities In IEEE 33rd International Conference on Distributed Computing Systems Workshops. IEEE, pages 1-5   ",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6679853,2013,No,195.0
197,"Amiangshu Bosu, Christopher S. Corley, Dustin Heaton, Debarshi Chatterji, Jeffrey C. Carver, Nicholas A. Kraft, 2013. Building reputation in StackOverflow: an empirical investigation In Proceedings of the 10th Working Conference on Mining Software Repositories. IEEE, pages 89-92. ",http://delivery.acm.org/10.1145/2490000/2487107/p89-bosu.pdf?ip=131.155.212.177&id=2487107&acc=ACTIVE%20SERVICE&key=C2716FEBFA981EF12214637723A2BFB946E5CCD26CF057B5&CFID=407675569&CFTOKEN=36041845&__acm__=1391953213_15432ed61de1d2563a7c55d495b92287,2013,No,197.0
200,"David Kavaler, Daryl Posnett, Clint Gibler, Hao Chen, Premkumar Devanbu, Vladimir Filkov, 2013. Using and Asking: APIs Used in the Android Market and Asked about in StackOverflow In Social Informatics. Springer Verlag, Lecture Notes in Computer Science Volume 8238, 2013, pp 405-418   ",http://download.springer.com/static/pdf/468/chp%253A10.1007%252F978-3-319-03260-3_35.pdf?auth66=1392125565_5ff2f799830f69ca3f26e7605e15fe52&ext=.pdf,2013,Yes,200.0
203,"Mohammad Masudur Rahman, Shamima Yeasmin, Chanchal K. Roy, 2013 An IDE-Based Context-Aware Meta Search Engine In 20th Working Conference on Reverse Engineering. IEEE, pages 467-471. ",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6671324,2013,No,203.0
204,"Galina E. Lezina, Artem M. Kuznetsov, 2013. Predict Closed Questions on StackOverﬂow In Proceedings of the Ninth Spring Researcher’s Colloquium on Database and Information Systems CEUR-WS, Volume 1031, pages 10-14. ",http://ceur-ws.org/Vol-1031/paper2.pdf,2013,Yes,204.0
207,"Dana Movshovitz-Attias, Yair Movshovitz-Attias, Peter Steenkiste and Christos Faloutsos, 2013. Analysis of the reputation system and user contributions on a question answering website: StackOverflow  In Proceedings of the 2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining ACM, pages 886-893    ",http://www.cs.cmu.edu/~dmovshov/papers/asonam_2013.pdf,2013,Yes,207.0
210,"Blerina Bazelli, Abram Hindle, Eleni Stroulia, 2013. On the Personality Traits of StackOverﬂow Users In 2013 IEEE International Conference on Software Maintenance. IEEE, pages 460-463   ",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6676932,2013,No,210.0
211,"Clayton Stanley, Michael D. Byrne. 2013. Predicting Tags for StackOverﬂow Posts In 12th International Conference on Cognitive Modelling. , pages 414-419. ",http://chil.rice.edu/research/pdf/StanleyByrne2013StackOverflow.pdf,2013,Yes,211.0
214,"Shaowei Wang, David Lo and Lingxiao Jiang. 2013. An Empirical Study on Developer Interactions in StackOverflow. In 28th Annual ACM Symposium on Applied Computing. ACM, pages 1019-1024. ",http://www.mysmu.edu/faculty/lxjiang/papers/sac13stackoverflow.pdf,2013,Yes,214.0
217,"Dennis Schenk and Mircea Lungu. 2013. Geo-Locating the Knowledge Transfer in Stack Overflow. In International Workshop on Social Software Engineering. ACM, pages 21-24. ",http://scg.unibe.ch/archive/papers/Sche13a-GeolocatingStackOverflow.pdf,2013,Yes,217.0
222,"Bogdan Vasilescu, Andrea Capiluppi and Alexander Serebrenik. 2013. Gender, representation and online participation: A quantitative study Interacting with Computers. Oxford University Press. 1-24     ",http://github.com/tue-mdse/genderComputer,2013,No,222.0
224,"Bogdan Vasilescu, Vladimir Filkov and Alexander Serebrenik. 2013. StackOverflow and GitHub: Associations between software development and crowdsourced knowledge In 2013 ASE/IEEE International Conference on Social Computing. IEEE, pages 188-195. ",http://www.win.tue.nl/~bvasiles/papers/socialcom13.pdf,2013,Yes,224.0
228,"Bogdan Vasilescu, Alexander Serebrenik, Mark G. J. van den Brand. 2013. The Babel of software development: Linguistic diversity in Open Source In 5th International Conference on Social Informatics. Springer LNCS 8238, pages 391-404. ",http://www.win.tue.nl/~bvasiles/papers/socinfo13.pdf,2013,Yes,228.0
231,"Yuan Yao, Hanghang Tong, Tao Xie, Leman Akoglu, Feng Xu and Jian Lu. 2013. Want a Good Answer? Ask a Good Question First!   ",https://gist.github.com/bvasiles/4987059#file-stackoverflow-bib,2013,No,231.0
234,"Denzil Correa and Ashish Sureka. 2013. Fit or Unfit: Analysis and Prediction of 'Closed Questions' on Stack Overflow. In 2013 ACM Conference on Online Social Networks. ACM, pages 201-212. ",http://arxiv.org/pdf/1307.7291,2013,No,234.0
237,"Luca Ponzanelli, Alberto Bacchelli and Michele Lanza. 2013. Seahawk: Stack Overflow in the IDE  In 2013 International Conference on Software Engineering. IEEE, pages 1295-1298. ",http://www.inf.usi.ch/phd/bacchelli/publications/icse2013td.pdf,2013,Yes,237.0
240,"Ashton Anderson, Dan Huttenlocher, Jon Kleinberg, and Jure Leskovec. 2013. Steering User Behavior With Badges  In 22nd International World Wide Web Conference (WWW’13). ACM, pages 95-106. ",http://www.cs.cornell.edu/home/kleinber/www13-badges.pdf,2013,Yes,240.0
243,"Miltiadis Allamanis and Charles Sutton. 2013. Why, When and What: Analyzing Stack Overflow Questions by Topic, Type & Code  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 53-56. ",http://homepages.inf.ed.ac.uk/csutton/publications/msrCh2013.pdf,2013,Yes,243.0
246,"Muhammad Asaduzzaman, Ahmed Mashiyat, Chanchal Roy and Kevin Schneider. 2013. Answering Questions About Unanswered Questions of Stack Overflow  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 97-100. ",http://www.cs.usask.ca/~croy/papers/2013/Asaduzzaman_MSR2013_SOChallenge.pdf,2013,Yes,246.0
249,"Amiangshu Bosu, Christopher Corley, Dustin Heaton, Debarshi Chatterji, Jeffrey Carver and Nicholas Kraft. 2013. Building Reputation in StackOverflow: An Empirical Investigation  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 89-92. ",http://cscorley.students.cs.ua.edu/_static/pubs/msr13-id184-p-15930-preprint.pdf,2013,Yes,249.0
252,"Joshua Campbell, Chenlei Zhang, Zhen Xu, Abram Hindle and James Miller. 2013. Deficient Documentation Detection: A Methodology to Locate Deficient Project Documentation using Topic Analysis  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 57-60. ",http://webdocs.cs.ualberta.ca/~joshua2/documentation.pdf,2013,Yes,252.0
256,"Carlos Gomez, Brendan Cleary and Leif Singer. 2013. A Study of Innovation Diffusion Through Link Sharing on Stack Overflow  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 81-84. ",http://leif.me/papers/Gomez2013.pdf,2013,Yes,256.0
259,"Scott Grant and Buddy Betts. 2013. Encouraging User Behaviour With Achievements: An Empirical Study  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 65-68. ",http://research.cs.queensu.ca/~scott/papers/MSR2013.pdf,2013,Yes,259.0
262,"Mario Linares-Vásquez, Bogdan Dit and Denys Poshyvanyk. 2013. An Exploratory Analysis of Mobile Development Issues Using Stack Overflow  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 93-96. ",http://www.cs.wm.edu/~bdit/publications/MSR13_ChallengeSO_preprint.pdf,2013,Yes,262.0
265,"Patrick Morrison and Emerson Murphy-Hill. 2013. Is Programming Knowledge Related To Age? - An Exploration of Stack Overflow  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 69-72. ",http://people.engr.ncsu.edu/ermurph3/papers/msr13.pdf,2013,Yes,265.0
270,"Avigit K. Saha, Ripon K. Saha and Kevin A. Schneider. 2013. A Discriminative Model Approach for Suggesting Tags Automatically for Stack Overflow Questions In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 73-76. In Proceedings of the 23rd international conference on World wide web (WWW '14). ACM, New York, NY, USA, 631-642. ",https://dl.dropboxusercontent.com/u/19882021/pdf/fp789-correa.pdf,2013,Yes,270.0
272,"Vibha Singhal Sinha, Senthil Mani and Monika Gupta. 2013. Exploring Activeness of Users in Q&A Forums  In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 77-80. ",https://gist.github.com/bvasiles/4987059#file-stackoverflow-bib,2013,No,272.0
277,"Siddharth Subramanian and Reid Holmes. 2013. Making Sense of Online Code Snippets In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 85-88. ",http://www.youtube.com/watch?v=srE9yA04S50,2013,No,277.0
280,"Wei Wang and Michael Godfrey. 2013. Detecting API Usage Obstacles: A Study of iOS and Android Developer Questions In 10th Working Conference on Mining Software Repositories. Mining Challenge. IEEE, pages 61-64. ",http://plg.uwaterloo.ca/~migod/papers/2013/msr13-challenge.pdf,2013,Yes,280.0
281,"Ursula Martin and Alison Pease. 2013. What does mathoverflow tell us about the production of mathematics?. In SOHUMAN, 2nd International Workshop on Social Media for Crowdsourcing and Human Computation, at ACM Web Science 2013, May 1, 2013, Paris. ",http://arxiv.org/pdf/1305.0904v1,2013,No,281.0
282,"Xin Xia, David Lo, Xinyu Wang and Bo Zhou. Tag recommendation in software information sites. In 10th Working Conference on Mining Software Repositories (MSR), 2013. ",https://ieeexplore.ieee.org/document/6624040,2013,No,282.0
285,"Yla Tausczik and James Pennebaker. 2012. Participation in an online mathematics community: Differentiating motivations to add In Proceedings of the ACM 2012 Conference on Computer Supported Cooperative Work. ACM, pages 207-216. ",http://www.cs.cmu.edu/~ylataus/files/TausczikPennebaker2012.pdf,2012,Yes,285.0
288,"Annie T. T. Ying. 2012. Facilitating Code Example Search on the Web through Expertise Personalization In User Modeling, Adaptation, and Personalization Springer Verlag, Lecture Notes in Computer Science Volume 7379, pp 391-394   ",http://download.springer.com/static/pdf/889/chp%253A10.1007%252F978-3-642-31454-4_43.pdf?auth66=1392124472_b00ce47ade8221b7d19fe5c7f4ace7d7&ext=.pdf,2012,Yes,288.0
291,"Leman Akoglu, Duen Horng Chau, U. Kang, Danai Koutra and Christos Faloutsos. 2012. OPAvion: mining and visualization in large graphs. In 2012 ACM SIGMOD International Conference on Management of Data (SIGMOD'12). ACM, pages 717-720. ",http://www.cs.cmu.edu/~lakoglu/pubs/sigmod12demo-opavion.pdf,2012,Yes,291.0
294,"Ashton Anderson, Daniel Huttenlocher, Jon Kleinberg and Jure Leskovec. 2012. Discovering value from community activity on focused question answering sites: a case study of Stack Overflow. In ACM SIGKDD International Conference on Knowledge Discovery and Data Mining   ",http://cs.stanford.edu/people/jure/pubs/sof-kdd12.pdf,2012,Yes,294.0
297,"Alberto Bacchelli, Luca Ponzanelli and Michele Lanza. 2012. Harnessing Stack Overflow for the IDE. In 2012 Third International Workshop on Recommendation Systems for Software Engineering (RSSE). IEEE, pages 26-30. ",http://www.inf.usi.ch/faculty/lanza/Downloads/Bacc2012b.pdf,2012,Yes,297.0
299,"Anton Barua, Stephen W. Thomas and Ahmed E. Hassan. 2012. What are developers talking about? An analysis of topics and trends in Stack Overflow. In Empirical Software Engineering  ",http://sail.cs.queensu.ca/publications/pubs/Barua-2012-EMSE.pdf,2012,Yes,299.0
301,"Benjamin V. Hanrahan, Gregorio Convertino, and Les Nelson. 2012. Modeling problem difficulty and expertise in stackoverflow. In ACM 2012 Conference on Computer Supported Cooperative Work Companion (CSCW '12). ACM, pages 91-94. ",http://dblp.uni-trier.de/rec/bibtex/conf/cscw/HanrahanCN12,2012,No,301.0
303,"Hewijin Jiau, and Feng-Pu Yang. 2012. Facing up to the inequality of crowdsourced API documentation. In ACM SIGSOFT Software Engineering Notes. 37 (1): 1-9. ",http://dblp.uni-trier.de/rec/bibtex/journals/sigsoft/JiauY12,2012,No,303.0
306,"Rafael Lotufo, Leonardo Passos and Krzysztof Czarnecki. 2012. Towards improving bug tracking systems with game mechanisms. In Mining Software Repositories   ",http://gsd.uwaterloo.ca/bts-game-mechanisms,2012,No,306.0
309,"Seyed Mehdi Nasehi, Jonathan Sillito, Frank Maurer and Chris Burns. 2012. What Makes a Good Code Example? A Study of Programming Q&A in StackOverflow. In IEEE International Conference on Software Maintenance (ICSM 2012). IEEE. ",http://ase.cpsc.ucalgary.ca/uploads/Publications/WhatMakeAGoodExample-ICSM2012.pdf,2012,Yes,309.0
312,"Aditya Pal, F. Maxwell Harper and Joseph A. Konstan. 2012. Exploring Question Selection Bias to Identify Experts and Potential Experts in Community Question Answering. In ACM Trans. Inf. Syst. , vol. 30, no. 2, pages 10. ",http://www-users.cs.umn.edu/~apal/res/tois12_expertidentification.pdf,2012,Yes,312.0
315,"Aditya Pal, Shuo Chang, and Joseph A. Konstan. 2012. Evolution of Experts in Question Answering Communities. In 6th International AAAI Conference on Weblogs and Social Media. ",http://www-users.cs.umn.edu/~apal/res/icwsm12_expertevolution.pdf,2012,Yes,315.0
316,"Chris Parnin, Christoph Treude, Lars Grammel, and Margaret-Anne Storey. 2012. Crowd documentation: Exploring the coverage and the dynamics of API discussions on Stack Overflow. Georgia Tech Technical Report GIT-CS-12-05. ",http://www.cc.gatech.edu/~vector/papers/CrowdDoc-GIT-CS-12-05.pdf,2012,Yes,316.0
317,"Fatemeh Riahi. 2012. Finding expert users in community question answering services using topic models, Master's Thesis, Dalhousie University, Halifax, Nova Scotia. ",http://dalspace.library.dal.ca/bitstream/handle/10222/14580/Riahi%2c%20Fatemeh%2c%20MSc%2c%20CS%2c%20February%202012.pdf,2012,Yes,317.0
318,"Leif Singer, Fernando Figueira Filho, Brendan Cleary, Christoph Treude, Margaret-Anne Storey, and Kurt Schneider. 2012. Mutual assessment in the social programmer ecosystem: an empirical investigation of developer profile aggregators. Technical report, University of Hannover, Germany. ",http://leif.me/papers/MutualAssessment-DCS-347-IR.pdf,2012,Yes,318.0
319,"Christoph Treude, Fernando Figueira Filho, Brendan Cleary, and Margaret-Anne Storey. 2012. Programming in a socially networked world: the evolution of the social programmer. In Future of Collaborative Software Development Workshop. ",http://ctreude.files.wordpress.com/2012/01/programming_in_a_socially_networked_world.pdf,2012,Yes,319.0
322,"Bogdan Vasilescu, Andrea Capiluppi and Alexander Serebrenik. 2012. Gender, representation and online participation: A quantitative study of StackOverflow. In 2012 ASE/IEEE International Conference on Social Informatics. IEEE, pages 332-338. ",http://www.win.tue.nl/~bvasiles/papers/socinfo12.pdf,2012,Yes,322.0
325,"Jakob Voß. 2012. Linking Folksonomies to Knowledge Organization Systems. In 6th Conference on Metadata and Semantics Research (MTSR '12). Springer, pages 89-97. ",http://jakobib.github.com/mtsr2012/paper.pdf,2012,Yes,325.0
328,"Alexey Zagalsky, Ohad Barzilay, and Amiram Yehudai. 2012. Example overflow: Using social media for code recommendation. In Third International Workshop on Recommendation Systems for Software Engineering (RSSE 2012). IEEE, pages 38-42. ",http://alexeyza.com/pdf/rsse12.pdf,2012,Yes,328.0
331,"Yla Tausczik and James Pennebaker. 2011. Predicting the Perceived Quality of Online Mathematics Contributions from Users' Reputations In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems. ACM, pages 1885--1888. ",http://www.cs.cmu.edu/%7Eylataus/files/TausczikPennebaker2011.pdf,2011,Yes,331.0
333,"Zainab Zolaktaf, Fatemeh Riahi, Mahdi Shafiei, Evangelos Milios, 2011. Modeling Community Question Answering archives. In Workshop on Computational Social Science and the Wisdom of Crowds, Neural Information Processing Systems, December 17, 2011, Sierra Nevada, Spain. ",https://web.cs.dal.ca/%7Eeem/cvWeb/pubs/2011-Zolaktaf-NIPS.pdf,2011,Yes,333.0
336,"Lena Mamykina, Bella Manoim, Manas Mittal, George Hripcsak, and Björn Hartmann. 2011. Design lessons from the fastest q&a site in the west. In 2011 Annual Conference on Human Factors in Computing Systems (CHI '11). ACM, pages 2857-2866. ",http://bid.berkeley.edu/files/papers/mamykina-stackoverflow-chi2011.pdf,2011,Yes,336.0
338,"Toby Osbourn. 2011. Getting the most out of the web. IEEE Software, vol. 28, no. 1, pages 96. ",http://dblp.uni-trier.de/rec/bibtex/journals/software/Osbourn11,2011,No,338.0
341,"Aditya Pal, Rosta Farzan, Joseph A. Konstan and Robert E. Kraut. 2011. Early detection of potential experts in question answering communities. In 19th International Conference on User Modeling, Adaption and Personalization (UMAP'11). Springer, pages 231-242. ",http://kraut.hciresearch.org/sites/kraut.hciresearch.org/files/open/pal11-EarlyDedtectionOfPotentialExperts.pdf,2011,Yes,341.0
344,"Chris Parnin, and Christoph Treude. Measuring API documentation on the web. 2011. In 2nd International Workshop on Web 2. 0 for Software Engineering (Web2SE’11), ACM, pages 25–30. ",http://www.cc.gatech.edu/%7Evector/papers/webdocumentation.pdf,2011,Yes,344.0
346,"Nidhi Raj, Lipika Dey, and Bhakti Gaonkar. 2011. Expertise prediction for social network platforms to encourage knowledge sharing. In 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology, Vol. 1. IEEE, pages 380-383. ",http://dblp.uni-trier.de/rec/bibtex/conf/webi/RajDG11,2011,No,346.0
349,Daniel Schall and Florian Skopik: An analysis of the structure and dynamics of large-scale Q/A communities. ADBIS'11 15th International Conference on Advances in Databases and Information Systems. ,http://www.danielschall.at/2011_adbis_schall_skopik.pdf,2011,Yes,349.0
352,"Christoph Treude, Ohad Barzilay, and Margaret-Anne D. Storey. 2011. How do programmers ask and answer questions on the web?: NIER track. In 33rd International Conference on Software Engineering (ICSE'11), IEEE, pages 804-807. ",http://www.cs.tau.ac.il/research/ohad.barzilay/publications/how-do-programmers-ask-and-answer-questions-on-the-web.pdf,2011,Yes,352.0
353,"Zainab Zolaktaf, Fatemeh Riahi, Mahdi Shaﬁei, and Evangelos Milios. Modeling community question-answering archives. Technical report, Faculty of Computer Science, Dalhousie University, Canada. ",http://web.cs.dal.ca/%7Eeem/cvWeb/pubs/2011-Zolaktaf-NIPS.pdf,2011,Yes,353.0
356,"Barthélémy Dagenais and Martin P. Robillard. 2010, Creating and evolving developer documentation: understanding the decisions of open source contributors In 18th ACM SIGSOFT International Symposium on Foundations of Software Engineering (FSE '10), ACM, pages 127-136. ",http://delivery.acm.org/10.1145/1890000/1882312/p127-dagenais.pdf?ip=130.15.219.132&acc=ACTIVE%20SERVICE&CFID=145616248&CFTOKEN=39765577&__acm__=1345768338_481f53f7c1a89f55e25de627fb9eb134,2010,No,356.0
359,"Ravi Kumar, Yury Lifshits, and Andrew Tomkins. 2010. Evolution of two-sided markets. In 3rd ACM International Conference on Web Search and Data Mining (WSDM '10). ACM, pages 311-320. ",http://www.tomkinshome.com/site_media/papers/papers/KLT10.pdf,2010,Yes,359.0
363,"Hüseyin Oktay, Brian J. Taylor, and David D. Jensen. 2010. Causal discovery in social media using quasi-experimental designs. In First Workshop on Social Media Analytics (SOMA '10). ACM, pages 1-9. ",http://aileron.cs.umass.edu/papers/oktay-et-al-soma2010.pdf,2010,Yes,363.0
366,"Matthew J. H. Rattigan and David Jensen. 2010. Leveraging D-Separation for Relational Data Sets. In 2010 IEEE International Conference on Data Mining (ICDM '10). IEEE, pages 989-994. ",https://web.cs.umass.edu/publication/docs/2010/UM-CS-2010-071.pdf,2010,Yes,366.0
367,Erik Wilde Feeds as Query Result Serializations In arXiv:0911. 2193  ,http://arxiv.org/pdf/0911.2193v1.pdf,2009,Yes,367.0
